producto;sku;venta_ars;compra_pdf_ars;diferencia_antes_de_gastos_ars;margen_antes_de_gastos_pct;pagina_pdf;estado;mercado_libre
TOTAL MARTILLO ROTATIVO TRHLI202682 20V;553636;235900.0;151296.0;84604.0;35.86;281;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SET CABALLETE SOPORTE PLEGABLE 3 TONELADAS WHJ3503;489027;61100.0;39186.0;21914.0;35.87;223;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO INALÁMBRICO 20V 4PCS UTOSLI251082;583732;488800.0;313473.0;175327.0;35.87;78;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CARGADOR DE BATERIA 4A WFCP540;580090;33200.0;21260.0;11940.0;35.96;82;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW KIT DE LLAVE DE IMPACTO +ATORNILLADOR 20V WCK2017;489133;193800.0;124305.0;69495.0;35.86;58;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW LLAVE TRINQUETE CON CABEZA FLEX 3/8"" WRW4238";496179;24700.0;15842.0;8858.0;35.86;133;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LLAVE DE CATRACA TCSPAR131;444255;5700.0;3669.0;2031.0;35.63;113;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW WINCHE MANUAL 100LBS WJW1101;538107;49400.0;31681.0;17719.0;35.87;222;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW GRIFO DE AGUA FRIA WZD2504;469852;20800.0;13339.0;7461.0;35.87;90;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ASPIRADORA ROBOT 1300PA INTELIGENTE WVN1513;489256;218400.0;140062.0;78338.0;35.87;198;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TIJERA DE PODA 8'' 200MM THT0109;512497;12300.0;7880.0;4420.0;35.93;187;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL INFLADOR DE PIE 150PSI TMPP5511;74346;32500.0;20844.0;11656.0;35.86;304;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW HIDROLAVORA DE ALTA PRESION A GASOLINA WGPS2A32;538916;923000.0;591930.0;331070.0;35.87;317;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MÁQUINA DE SOLDAR MAG/MIG /MMA /TIG 160A UTMGT16058;62;206400.0;132384.0;74016.0;35.86;272;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO DE MECÁNICO 1000GR THMH621000;132602;15600.0;9989.0;5611.0;35.97;161;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA 20V 1200W TAGLI2120252;583817;152400.0;97712.0;54688.0;35.88;46;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CAJA DE HARRAMIENTAS 2PCS WTB6A02;528559;65000.0;41685.0;23315.0;35.87;314;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOMBA DE TRANFERENCIA DE AGUA TTPLI2001 20V;486217;172000.0;110320.0;61680.0;35.86;324;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL VENTILADOR TFALI2001 LITHIUM;415071;17200.0;11032.0;6168.0;35.86;333;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA ANGULAR TG1091156 950W 115MM;468916;87500.0;56106.0;31394.0;35.88;47;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW GRIFO MEZCLADORA 4"" WZD1519";469753;45800.0;29345.0;16455.0;35.93;92;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO MARETA THT750516;444057;70800.0;45436.0;25364.0;35.82;115;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW BATERIA 12V WLBS5150 1.5AH;463799;22100.0;14184.0;7916.0;35.82;85;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW DENT PULLER (VENTOSA VIDRIO) WKR1G75;538626;17900.0;11505.0;6395.0;35.73;316;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CONTROL DE BOMBA DE AGUA POZO TWP522001-SB;381260;172000.0;110320.0;61680.0;35.86;201;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL JUEGO DE DADOS DE IMPACTO 1/2"" 5PCS THKISD12052L";33572;18800.0;12088.0;6712.0;35.7;53;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE PUNTAS DE DESTORNILLADOR TACSD10306 30PCS;468817;11400.0;7338.0;4062.0;35.63;110;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO PERCUTOR TG109136 850W 13MM;341325;88500.0;56736.0;31764.0;35.89;284;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE LLAVES DE CARRACA FLEXIBLES 6PCS THT103RK566;609753;42300.0;27095.0;15205.0;35.95;110;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE DESTORNILLADORES CON LLAVE MANGO T TACSD30316 3;527712;15700.0;10086.0;5614.0;35.76;146;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ESCALERA TELESCÓPICA DE ALUMINIO 10 ESCALONES 150KG WLD;490061;234000.0;150051.0;83949.0;35.88;164;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW KIT HERRAMIENTA 85PCS WHS3B85;469487;72800.0;46687.0;26113.0;35.87;319;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PINZA PELACABLE THT152429;444088;8800.0;5674.0;3126.0;35.52;152;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW VÁLVULA DE RETENCIÓN TIPO HORIZONTAL 3/4"" WVV6854";470742;17200.0;11004.0;6196.0;36.02;92;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO MECÁNICO 660GR THT74246;340236;10800.0;6934.0;3866.0;35.8;152;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ALISADOR GASOLINA TP9361-2 HELICOT;415255;17200.0;11032.0;6168.0;35.86;325;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BROCA TERRENO TEA55221-1 1.4KW;527521;470600.0;301801.0;168799.0;35.87;7;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW LONA 6X8 METROS AZUL WTQ1868;488983;62400.0;40002.0;22398.0;35.89;311;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW RUEDA SÓLIDA COMPACTA PARA CARRETILLAS DE 130KG WWL1302;489591;24700.0;15842.0;8858.0;35.86;322;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ENGRAPADORA MANUAL 2 EN 1 THT31146;531924;26000.0;16658.0;9342.0;35.93;108;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SOLDADOR DE TUBO PVC 800W WWM1L15;461856;54600.0;35016.0;19584.0;35.87;270;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ALICATE PARA PERNOS DE EXPANSIÓN WGU8448;542982;14300.0;9172.0;5128.0;35.86;174;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE DESTORNILLADOR TACSD30336 33PCS;381642;5400.0;3467.0;1933.0;35.8;144;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA SABLE TS100806 750W;436304;127800.0;81952.0;45848.0;35.87;266;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW CAJA DE HERRAMIENTAS DE PLÁSTICO 16"" WTB3316";33954;27000.0;17336.0;9664.0;35.79;37;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MONOCOMANDO PARA FREGADERO TSLBM23401;444323;110100.0;70614.0;39486.0;35.86;88;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW MOTOSIERRA 20V 5"" WCLP552";528733;46700.0;29944.0;16756.0;35.88;210;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE BARRA DE EXTENSIÓN 3PCS WMS7403;489690;17200.0;11032.0;6168.0;35.86;334;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL MOTOSIERRA 20V 8"" TGSLI20882";240628;46700.0;29944.0;16756.0;35.88;210;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ALICATE COMBINADA 8"" 200MM THT110806P";367561;11800.0;7565.0;4235.0;35.89;138;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW ALICATE COMBINADO 6"" WPL1C06";469166;6500.0;4170.0;2330.0;35.85;174;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CAPA DE LLUVIA THTRS031.L;341042;29900.0;19177.0;10723.0;35.86;238;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CEPILLO PARA HIDROLAVADORA TGTWB1781;531771;12400.0;7921.0;4479.0;36.12;197;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO 2PCS PISTOLA DE CALOR + MULTI-HERRAMIENTAS TOSLI23;536370;285100.0;182816.0;102284.0;35.88;218;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW KIT DE HERRAMIENTAS JUEGO DE DADOS WST3D43 43PCS;528375;102700.0;65864.0;36836.0;35.87;122;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA SABLE TS1001201 1200W;495585;218400.0;140062.0;78338.0;35.87;251;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ESCALERA TELESCÓPICA DE ALUMINIO 12 ESCALONES WLD5H12;490078;286000.0;183415.0;102585.0;35.87;162;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW TRAJE DE LLUVIA 100% PVC WRC3XXL;489515;22100.0;14175.0;7925.0;35.86;242;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 20V TDLI20602 2BT 2.0 MOTOR BRUSHLESS;488358;122900.0;78800.0;44100.0;35.88;59;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA 20V 1250W TAGLI235162;612234;152400.0;97712.0;54688.0;35.88;44;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CARGADOR DE BATERIA 12/24V 10A/20A WPY1A201;538824;179400.0;115051.0;64349.0;35.87;81;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PISTOLA CALOR 2000W TB20056;518758;108100.0;69344.0;38756.0;35.85;217;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MULTI-HERRAMIENTA DE IONES DE LITIO TMLI2022;486118;75400.0;48355.0;27045.0;35.87;305;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO MAQUINISTA 1500GR THT7110006;340120;20800.0;13339.0;7461.0;35.87;115;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO 4PCS 20V MOTOR SIN ESCOBILLAS TOSLI250695;42079;486600.0;312048.0;174552.0;35.87;327;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL VIBRADOR HORMIGÓN MANGUERA TPVP1382B 38MM;351003;17200.0;11032.0;6168.0;35.86;333;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW ALICATE DE PRESIÓN CON CADENA 10"" WLP5510";232272;16300.0;10421.0;5879.0;36.07;179;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CORTASETOS 40V MOTOR SIN ESCOBILLAS THTLI400282 2BATERIA;512176;31900.0;20488.0;11412.0;35.77;84;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW LLAVE DINAMOMÉTRICA 1/2"" 220NM WWQ7D21";613989;8800.0;5674.0;3126.0;35.52;159;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE ALICATES MULTI FUNCIÓN 3PCS THT2MK231;576123;38400.0;24595.0;13805.0;35.95;173;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW FRESA ROTATIVA 6MM-8MM WYE3K02;543699;11700.0;7505.0;4195.0;35.85;216;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO DE IMPACTO 1100W TG211166;495554;118000.0;75648.0;42352.0;35.89;62;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA INGLETADORA TS42142101 1400W;313759;368600.0;236400.0;132200.0;35.87;264;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT LLAVE DE TRINQUETE THT102RK086 8PCS;367875;8800.0;5674.0;3126.0;35.52;149;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MOTOSIERRA DE COMBUSTIÓN INTERNA 50CC TG5502011;609890;345800.0;221765.0;124035.0;35.87;41;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL DADOS HEXAGONALES 3/4 50MM THHAST34501;553575;18200.0;11672.0;6528.0;35.87;107;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA HIERRO THT54102 300MM CUADRO;340588;137600.0;88256.0;49344.0;35.86;264;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW TALADRO ATORNILLADOR 20V WCDP511 20V 1.5AH;489119;93400.0;59888.0;33512.0;35.88;76;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ALICATE DE CARPINTERO 10"" 250MM THT28101";341608;8800.0;5674.0;3126.0;35.52;138;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
MEDICUBE SERUM FACIAL PDRN PINK EXOSOME SHOT 2000 30ML;;33800.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
WADFOW MARTILLO DE DEMOLICION 12LB WHM4312;538480;46500.0;29846.0;16654.0;35.82;165;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL BARRA DE MOTOSIERRA 6"" TGTSB50618";157162;46700.0;29944.0;16756.0;35.88;209;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW PISTOLA DE CALOR WHG1514 1800W;461863;40300.0;25846.0;14454.0;35.87;216;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS SEGURIDAD TSP201SB.43;417457;57200.0;36683.0;20517.0;35.87;246;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CABRESTANTE ELÉCTRICO 800W WETH1A01;528832;306800.0;196754.0;110046.0;35.87;222;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA COPA BIMETALICA PARA PLOMERO Y ELECTRICISTA TACSH;512749;92800.0;59526.0;33274.0;35.86;253;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GENERADOR A GASOLINA UTP18001 0,8KVA;239752;236600.0;151734.0;84866.0;35.87;99;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ESCALERA DE 3 PELDAÑOS THLAD09031;231848;12800.0;8195.0;4605.0;35.98;168;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CORTASETOS INÁLAMBRICO 20V THTLI20461;488006;208000.0;133377.0;74623.0;35.88;206;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE DESTORNILLADORES THT2506100 100PCS;487627;15700.0;10086.0;5614.0;35.76;136;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CEPILLADORA ELÉCTRICA 550W TL5508216;190077;108100.0;69344.0;38756.0;35.85;217;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LLAVE PHILIPS THTISPH060 ISOLADO;340519;8800.0;5674.0;3126.0;35.52;151;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL TIJERA AVIACION THT520106K 3PCS 10""";465380;13800.0;8826.0;4974.0;36.04;154;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA ANGULAR TG11012536 1100W;536417;118000.0;75648.0;42352.0;35.89;44;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CARGADOR UTFCLI2001 20V 110V;380904;36400.0;23344.0;13056.0;35.87;83;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO TG1061336 650W;397162;63900.0;40976.0;22924.0;35.87;285;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CORTASETOS 20V THTLI20018;442909;46700.0;29944.0;16756.0;35.88;208;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MINI LIJADORA DE BANDA INALÁMBRICA 20V WLBS1501;528757;94900.0;60862.0;34038.0;35.87;216;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
